,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
71,98.2,90,+9.84,108.1,63,70.3,49,MWC,+.022,112,+0.20,152,101.4,114,104.6,89,71,+3.16,105,,UNLV,21-11
72,97.7,83,+9.68,107.4,80,70.7,39,B10,+.018,121,-2.99,226,98.9,62,105.9,56,72,+7.04,58,,Minnesota,19-14
73,95.8,56,+9.45,105.2,113,73.9,4,CUSA,-.008,185,-7.02,298,99.9,86,103.8,123,73,+3.90,94,,UAB,20-13
74,98.6,97,+9.34,108.0,68,63.2,291,A10,+.028,92,+12.80,7,98.5,51,106.5,37,74,+8.09,40,,Temple,18-16
75,94.3,35,+8.93,103.2,147,64.2,277,B10,+.052,50,-0.60,168,97.4,18,107.1,19,75,+9.62,15,,Ohio St.,17-15
76,102.5,172,+8.88,111.4,28,66.5,186,BSky,+.073,26,+1.29,124,102.2,151,100.5,219,76,-1.73,185,12,Weber St.,25-5
77,92.0,18,+8.84,100.9,194,67.5,144,ACC,-.052,283,-5.79,288,99.3,70,106.7,29,77,+7.40,48,,Florida St.,14-15
78,97.9,85,+8.50,106.4,96,67.1,160,B10,-.018,209,-5.06,272,98.8,61,104.5,94,78,+5.72,70,,Iowa,17-14
79,95.8,55,+8.34,104.1,131,58.9,323,CUSA,+.026,100,+2.93,88,98.8,60,105.9,57,79,+7.12,55,,Saint Louis,16-14
80,96.4,64,+8.32,104.7,119,70.9,34,WCC,+.003,160,+6.03,37,101.4,113,104.8,81,80,+3.37,100,13,San Diego,17-12
81,94.8,38,+8.31,103.1,150,65.5,235,SEC,-.028,239,+0.29,148,98.2,42,108.0,5,81,+9.76,14,,South Carolina,12-16
82,100.6,135,+8.20,108.8,61,68.4,101,ACC,+.026,96,+2.09,108,97.0,10,107.2,15,82,+10.13,12,,Virginia,16-16
83,99.9,122,+8.19,108.0,64,68.8,85,WAC,-.097,311,+4.98,53,100.9,102,103.2,141,83,+2.29,118,,Nevada,17-14
84,104.8,213,+8.07,112.8,23,71.3,24,A10,-.070,298,+6.97,32,99.6,77,105.1,71,84,+5.51,73,,St. Bonaventure,13-14
85,92.5,22,+8.04,100.6,199,63.5,287,MVC,-.075,300,-1.55,190,103.9,217,103.9,118,85,-0.01,153,,Southwest Missouri St.,17-12
86,94.0,30,+7.66,101.7,174,65.3,242,MAC,+.015,124,+2.71,91,103.3,198,104.5,91,86,+1.19,135,,Western Michigan,20-11
87,100.2,128,+7.51,107.7,78,67.2,157,SB,-.005,177,-7.35,300,102.9,178,102.0,178,87,-0.93,169,,New Mexico St.,19-9
88,99.7,117,+7.41,107.1,85,61.0,315,BW,+.003,159,-0.07,155,103.1,188,101.1,198,88,-2.00,193,15,Utah St.,22-9
89,97.4,77,+6.97,104.4,126,70.4,44,B12,+.022,113,-5.28,280,98.5,52,106.2,46,89,+7.68,46,,Texas A&M,14-14
90,96.9,69,+6.78,103.7,135,69.3,68,SEC,-.049,278,-1.36,185,97.4,17,108.4,4,90,+10.95,7,,Vanderbilt,11-18
91,98.4,93,+6.74,105.2,114,73.3,5,P10,-.055,284,+0.12,154,99.2,66,106.6,36,91,+7.38,49,,USC,13-17
92,101.3,149,+6.69,108.0,67,66.9,171,MWC,-.023,226,-3.20,228,100.8,100,104.4,100,92,+3.60,99,,San Diego St.,15-13
93,97.1,72,+6.66,103.7,134,65.8,215,MCon,+.021,116,+8.69,22,104.1,232,102.6,158,93,-1.51,181,,Valparaiso,20-11
94,104.7,210,+6.51,111.2,32,66.7,179,MAC,+.023,110,+3.36,78,103.1,187,103.6,124,94,+0.52,144,,Kent St.,20-10
95,97.7,84,+6.46,104.2,129,61.4,314,BW,-.080,304,+3.39,76,103.0,181,102.1,173,95,-0.90,168,,UC Santa Barbara,18-14
96,102.2,168,+6.34,108.5,62,68.0,121,MWC,+.081,21,-2.52,216,100.8,99,103.8,122,96,+3.04,109,,Wyoming,21-11
97,95.2,48,+6.28,101.4,180,62.1,306,A10,-.037,264,+0.67,137,100.7,98,104.5,96,97,+3.77,95,,Richmond,15-14
98,98.9,104,+6.26,105.2,112,65.7,221,WAC,+.061,43,-1.87,202,102.1,146,101.3,191,98,-0.82,165,,Fresno St.,20-8
99,100.8,140,+6.15,106.9,88,70.3,47,ASun,+.105,9,-2.77,222,104.5,248,99.3,250,99,-5.20,253,14,Troy St.,25-6
100,97.2,74,+6.10,103.3,146,65.8,212,BE,-.118,324,-3.73,246,97.9,31,104.8,82,100,+6.88,60,,Miami FL,11-17
101,94.9,44,+6.01,100.9,193,68.7,91,BE,-.041,270,-5.21,277,98.1,39,106.4,40,101,+8.36,35,,Rutgers,12-16
102,100.7,137,+5.97,106.6,92,65.6,225,B12,-.006,178,-12.74,324,98.3,44,103.5,130,102,+5.20,77,,Baylor,14-14
103,98.5,94,+5.97,104.5,125,65.8,217,CUSA,-.007,182,+4.64,58,98.0,34,105.6,65,103,+7.58,47,,Charlotte,13-16
104,104.6,205,+5.96,110.6,37,67.1,162,MWC,+.031,88,-3.45,235,100.3,93,104.7,83,104,+4.39,89,14,Colorado St.,17-14
105,101.6,152,+5.75,107.3,82,63.6,285,ACC,+.026,94,-12.27,323,98.9,63,104.0,114,105,+5.06,80,,Clemson,15-13
106,101.8,157,+5.53,107.3,81,65.5,233,OVC,-.082,306,+7.12,31,104.6,256,102.8,152,106,-1.81,189,,Murray St.,15-12
107,101.7,156,+5.46,107.2,84,69.3,69,P10,-.065,294,+4.89,54,97.8,28,107.0,21,107,+9.15,21,,UCLA,10-19
108,101.4,151,+5.36,106.8,90,65.5,236,CUSA,-.064,293,-2.33,215,99.4,74,102.4,162,108,+3.04,108,,Tulane,15-15
109,97.6,81,+5.29,102.9,155,67.9,123,BSky,-.031,250,+3.78,64,101.1,108,101.4,187,109,+0.29,147,,Eastern Washington,17-13
110,102.1,163,+5.18,107.2,83,68.6,96,A10,-.078,302,+2.41,97,98.9,64,104.0,112,110,+5.12,79,,George Washington,12-17
111,96.7,65,+5.02,101.7,173,67.6,138,CAA,+.013,129,+4.16,61,101.0,106,101.3,193,111,+0.22,150,,Drexel,18-12
112,101.1,144,+4.73,105.8,102,69.2,73,WAC,+.063,40,-0.22,158,101.0,105,101.0,201,112,+0.02,152,,Rice,17-10
113,99.9,126,+4.71,104.7,120,65.0,253,BE,+.055,49,-3.49,238,98.3,46,106.0,52,113,+7.74,45,,West Virginia,14-15
114,96.8,67,+4.49,101.3,184,67.9,124,CUSA,+.007,143,+1.29,125,99.8,84,104.0,113,114,+4.25,90,,South Florida,14-14
115,98.5,95,+4.33,102.9,156,65.8,213,WAC,+.057,45,-1.42,187,102.1,138,103.4,135,115,+1.30,132,,Hawaii,19-12
116,97.3,75,+4.33,101.6,176,68.5,100,A10,+.112,7,+0.91,132,101.1,107,104.4,101,116,+3.30,102,,Rhode Island,19-12
117,93.8,27,+4.26,98.1,241,64.9,262,CAA,-.022,222,+3.68,68,102.1,143,100.9,204,117,-1.20,178,,George Mason,16-12
118,104.9,219,+4.19,109.1,55,63.2,293,WCC,-.020,215,+3.15,84,100.8,101,103.0,146,118,+2.16,120,,San Francisco,14-14
119,99.5,115,+4.10,103.6,137,65.5,237,BW,+.077,23,+2.39,98,102.9,180,100.9,208,119,-2.03,196,,UC Irvine,19-9
120,98.4,92,+4.08,102.5,159,67.1,161,SC,+.079,22,-0.12,156,104.1,231,101.3,192,120,-2.83,214,,College of Charleston,23-8
121,99.3,111,+4.06,103.4,144,69.1,78,CAA,-.009,189,-6.63,297,103.0,182,98.7,267,121,-4.26,240,,VCU,18-10
122,101.4,150,+3.89,105.3,110,68.9,83,MAAC,-.013,199,-2.16,208,103.5,207,100.7,211,122,-2.78,213,,Siena,21-11
123,99.0,106,+3.86,102.8,157,68.7,87,OVC,-.016,207,+5.90,41,104.7,262,102.7,153,123,-2.01,194,,Tennessee Tech,17-12
124,101.9,159,+3.85,105.7,103,70.1,52,Horz,-.015,204,+4.20,60,101.6,124,104.5,98,124,+2.80,111,,Loyola Chicago,15-16
125,98.7,100,+3.64,102.4,161,64.4,274,AE,+.013,133,+5.48,48,103.4,200,99.6,239,125,-3.75,232,,Boston University,20-11
126,100.5,131,+3.36,103.8,133,66.0,206,SB,-.006,180,+1.07,129,101.5,118,103.3,136,126,+1.85,125,,Middle Tennessee St.,14-14
127,107.3,258,+3.34,110.6,36,69.2,72,SC,+.034,83,+1.78,114,104.3,239,100.6,216,127,-3.70,230,,Chattanooga,19-9
128,97.5,79,+3.21,100.7,196,66.9,172,P10,+.006,146,-6.57,295,99.4,72,104.9,78,128,+5.54,72,,Oregon St.,12-15
129,99.7,118,+3.18,102.9,154,65.4,239,ASun,-.032,255,-4.35,261,105.3,280,99.7,237,129,-5.67,262,,UCF,20-11
130,99.4,112,+3.12,102.6,158,70.1,51,P10,-.057,287,-1.70,194,99.4,71,105.8,61,130,+6.39,65,,Washington,10-17
131,104.6,207,+3.05,107.7,76,67.7,129,MVC,+.050,55,-6.53,294,101.6,122,101.7,184,131,+0.07,151,,Wichita St.,18-12
132,100.6,133,+3.03,103.6,139,67.2,154,MAC,-.043,272,+5.44,49,102.0,137,104.7,85,132,+2.62,113,,Toledo,13-16
133,106.2,241,+2.99,109.2,54,59.9,319,Ivy,-.027,235,+3.33,80,101.7,128,99.8,234,133,-1.98,192,,Princeton,15-11
134,95.1,46,+2.95,98.0,243,65.8,211,SEC,-.038,266,+0.58,141,97.2,15,107.4,8,134,+10.25,11,,Arkansas,9-19
135,98.0,86,+2.65,100.7,197,64.4,273,OVC,+.171,1,+7.41,27,105.2,279,104.2,108,135,-0.97,170,13,Austin Peay,20-8
136,99.8,121,+2.53,102.4,162,67.3,153,SB,-.027,232,-3.69,244,103.4,202,102.9,150,136,-0.56,161,,Denver,17-15
137,102.1,162,+2.52,104.6,123,64.8,264,MAC,+.050,54,+3.43,75,102.5,158,103.8,120,137,+1.28,133,,Northern Illinois,17-14
138,94.9,42,+2.47,97.4,252,66.6,183,B12,+.014,127,-1.84,201,97.9,32,106.9,25,138,+8.97,25,,Nebraska,11-18
139,98.7,99,+2.42,101.1,190,56.7,326,MAC,-.027,231,+13.07,4,102.7,165,105.8,60,139,+3.14,106,,Miami OH,12-15
140,101.2,146,+2.36,103.6,140,68.2,114,WAC,+.070,28,+3.56,70,101.3,110,102.7,155,140,+1.45,129,,SMU,17-13
141,104.0,191,+2.34,106.3,97,66.8,176,BE,-.044,274,-3.47,237,99.3,68,105.6,64,141,+6.28,66,,Virginia Tech,11-18
142,96.3,62,+2.18,98.5,232,65.6,230,WCC,-.045,275,-1.56,192,102.4,153,102.8,151,142,+0.42,146,,Saint Mary's,14-15
143,101.0,143,+2.18,103.2,148,70.3,48,SC,+.004,154,+11.96,9,103.3,197,101.0,200,143,-2.28,204,,Davidson,14-10
144,103.5,189,+2.14,105.6,104,62.6,300,Slnd,+.003,155,-5.37,283,105.1,278,96.6,306,144,-8.51,293,,Stephen F. Austin,19-8
145,101.2,145,+1.95,103.1,152,68.6,93,MVC,-.125,325,+1.41,122,102.8,176,104.0,115,145,+1.11,137,,Bradley,12-18
146,101.6,153,+1.95,103.6,141,62.9,297,Pat,-.101,314,-2.26,212,103.7,208,98.0,281,146,-5.66,261,,American,16-14
147,99.6,116,+1.75,101.3,186,75.2,3,SC,+.036,76,+4.80,57,103.9,219,102.1,169,147,-1.80,188,15,East Tennessee St.,17-11
148,108.5,279,+1.69,110.2,42,70.8,35,WCC,+.042,69,+1.19,127,101.6,123,102.9,148,148,+1.33,131,,Pepperdine,15-13
149,100.7,138,+1.63,102.3,163,66.1,205,SB,+.035,81,-3.58,241,102.5,157,102.0,174,149,-0.50,160,,Arkansas Little Rock,16-12
150,99.5,114,+1.57,101.1,191,64.4,271,AE,+.019,119,-2.29,213,104.4,245,99.3,249,150,-5.13,251,16,Vermont,19-11
151,108.1,272,+1.53,109.6,47,67.6,136,OVC,+.048,64,+1.84,111,105.6,286,101.9,179,151,-3.68,229,,Morehead St.,17-9
152,104.0,192,+1.27,105.2,111,52.9,327,MWC,-.073,299,-6.09,290,102.1,141,104.1,111,152,+1.98,123,,Air Force,12-16
153,103.4,188,+1.21,104.6,121,68.1,116,MCon,-.030,243,-5.13,274,107.2,310,100.3,227,153,-6.92,274,,Oral Roberts,17-10
154,98.2,89,+0.94,99.2,220,69.2,77,MAAC,+.082,17,+1.77,115,103.4,201,102.1,172,154,-1.34,179,,Fairfield,19-12
155,99.2,108,+0.85,100.1,206,68.7,90,Ivy,-.038,267,+5.21,51,101.9,132,100.9,203,155,-1.02,174,,Yale,13-13
156,104.6,204,+0.85,105.4,108,65.7,224,SB,-.001,166,+3.10,85,101.4,112,103.9,119,156,+2.51,114,,South Alabama,12-14
157,100.6,136,+0.82,101.5,179,67.2,158,Slnd,+.088,13,-2.00,204,104.5,246,97.0,296,157,-7.41,280,15,Sam Houston St.,21-7
158,104.8,215,+0.76,105.6,105,70.6,41,Ivy,+.042,70,-0.20,157,103.1,190,100.7,214,158,-2.43,208,,Brown,17-12
159,101.7,154,+0.55,102.2,165,69.0,82,MAAC,-.033,257,-3.76,248,105.1,275,100.7,213,159,-4.38,241,,Iona,17-12
160,107.2,256,+0.48,107.7,77,66.5,185,SB,-.101,318,-4.54,264,102.1,144,101.6,185,160,-0.48,158,,Arkansas St.,11-15
161,102.5,171,+0.46,102.9,153,67.0,164,MCon,+.071,27,+2.78,90,104.8,265,102.6,156,161,-2.19,201,16,IUPUI,19-14
162,98.9,103,+0.30,99.2,219,66.6,182,CAA,-.113,320,-1.40,186,102.2,149,100.0,232,162,-2.21,203,,Old Dominion,12-15
163,102.1,164,+0.27,102.4,160,67.6,137,A10,+.001,165,-0.34,160,100.3,92,104.3,105,163,+3.99,92,,La Salle,12-17
164,99.1,107,+0.22,99.3,216,65.2,249,CUSA,-.018,210,-5.50,286,99.4,73,105.0,73,164,+5.63,71,,East Carolina,10-15
165,103.0,180,+0.18,103.2,149,67.2,155,ASun,+.020,118,+5.99,40,104.4,240,101.2,196,165,-3.18,222,,Belmont,17-12
166,98.8,101,+0.16,98.9,224,67.4,147,CUSA,+.049,60,-1.79,197,99.8,83,103.4,133,166,+3.63,98,,Southern Miss,13-16
167,104.9,218,+0.05,105.0,117,60.4,317,B10,-.003,169,-11.03,319,99.7,82,104.7,84,167,+4.99,82,,Northwestern,12-17
168,104.7,212,-0.22,104.5,124,65.6,229,MAC,+.090,12,+10.45,17,102.1,139,105.3,67,168,+3.25,104,,Ohio,14-16
169,106.8,251,-0.35,106.5,94,70.1,54,MAC,+.012,135,+5.76,45,101.8,129,104.2,106,169,+2.41,116,,Ball St.,13-17
170,106.5,243,-0.41,106.0,99,71.3,27,CUSA,-.027,237,+0.43,146,99.3,69,104.1,110,170,+4.82,85,,TCU,9-19
171,99.9,125,-0.43,99.5,212,69.0,79,CAA,+.007,144,+0.47,143,101.5,116,100.5,220,171,-0.97,171,,Delaware,15-14
172,102.2,167,-0.49,101.7,175,66.3,193,SB,+.005,150,-3.24,230,102.5,156,102.5,160,172,-0.03,154,,New Orleans,13-14
173,104.2,199,-0.69,103.5,142,76.1,1,SC,+.081,19,+3.37,77,104.2,234,100.7,215,173,-3.51,224,,Appalachian St.,16-10
174,102.9,178,-0.77,102.2,166,67.5,143,MAC,-.027,236,-2.90,223,104.0,224,103.4,131,174,-0.61,162,,Marshall,13-15
175,107.3,257,-0.84,106.4,95,69.5,65,ASun,+.170,2,-12.14,321,105.5,283,96.5,308,175,-9.07,299,,Mercer,22-6
176,100.8,139,-0.86,99.9,207,66.3,191,BW,-.066,296,+3.27,82,102.7,166,101.6,186,176,-1.06,175,,Pacific,12-16
177,110.4,296,-0.90,109.5,50,66.5,184,MAAC,+.091,11,+0.23,150,102.2,150,100.4,224,177,-1.85,190,,Niagara,17-12
178,110.9,302,-0.92,110.0,44,67.0,168,MAC,-.025,230,-6.51,293,104.1,228,102.3,168,178,-1.77,187,,Akron,14-14
179,105.9,238,-1.16,104.7,118,67.6,134,NEC,+.049,61,+2.38,100,106.3,294,98.9,261,179,-7.45,282,15,Wagner,21-11
180,108.1,273,-1.29,106.8,89,69.8,62,OVC,-.008,187,+6.02,38,104.1,227,103.2,139,180,-0.82,166,,Eastern Illinois,13-15
181,99.7,119,-1.38,98.4,234,69.2,75,BW,+.045,65,+0.71,136,102.8,175,101.2,194,181,-1.64,183,,Cal Poly,15-14
182,107.5,263,-1.55,105.9,101,67.5,141,MVC,+.048,63,+6.65,34,101.2,109,104.5,95,182,+3.33,101,,Evansville,12-16
183,97.5,80,-1.56,96.0,263,66.7,178,WAC,-.032,253,-4.14,256,102.7,167,101.8,180,183,-0.89,167,,Boise St.,12-16
184,100.6,134,-1.88,98.7,230,66.1,202,MAC,+.050,58,+8.25,25,102.5,155,105.8,62,184,+3.27,103,,Bowling Green,11-16
185,105.7,231,-2.07,103.7,136,71.3,25,MCon,+.007,142,-5.00,271,106.9,306,100.1,228,185,-6.76,273,,Oakland,15-11
